Data Medicao;PRECIPITACAO TOTAL, DIARIO(mm);TEMPERATURA MAXIMA, DIARIA(°C);TEMPERATURA MEDIA COMPENSADA, DIARIA(°C);TEMPERATURA MINIMA, DIARIA(°C)
17/11/2012;0;22.7;17.82;14.6
18/11/2012;0;26.4;19.1;14.7
19/11/2012;0;30.1;21.38;17
20/11/2012;0;30.1;23.28;18.7
21/11/2012;2.4;28.5;21.84;16.9
22/11/2012;0;29.3;22.52;17.5
23/11/2012;0;34.1;24.6;15.5
24/11/2012;0;27.4;23.38;19.7
25/11/2012;6.2;22.3;19.34;17.6
26/11/2012;.8;20.7;18.46;16.2
27/11/2012;0;27.7;20.38;16.7
28/11/2012;14.3;30.9;22.94;16.4
29/11/2012;2.2;29.9;22.4;17.9
30/11/2012;0;29.9;22.04;18.1
01/12/2012;0;30.6;22.62;19.1
02/12/2012;13;31.3;23.68;19.8
03/12/2012;2.2;28.9;22.7;19.3
04/12/2012;0;32.3;24.86;19.2
05/12/2012;0;32.8;27.04;21.4
06/12/2012;3.5;33.1;26.24;22.2
07/12/2012;14;33.9;27.48;22.2
08/12/2012;0;30.4;25.98;23.1
09/12/2012;4.4;26.6;22.04;19.7
10/12/2012;0;32.7;25.22;19.1
11/12/2012;0;31.4;26.8;23.2
12/12/2012;0;32.3;25.88;22.8
13/12/2012;0;32.3;25.18;22.2
14/12/2012;11;26.8;22.68;21
15/12/2012;114.3;23.3;21.66;20.6
16/12/2012;56.4;26.7;23.22;20.2
17/12/2012;10;24.2;21.62;19.7
18/12/2012;8.5;29.3;23.8;19.7
19/12/2012;0;29.3;23.24;20.3
20/12/2012;31.3;33.7;25.62;19.8
21/12/2012;23.1;32.5;25.48;20.9
22/12/2012;12.5;25.5;22.88;21.3
23/12/2012;7;26.9;23.02;20.6
24/12/2012;0;32.6;24.16;20
25/12/2012;22.6;33.5;27.94;20
26/12/2012;0;31.9;27.36;23.9
27/12/2012;0;29.6;24.7;20.9
28/12/2012;1.6;30.1;25.32;20.7
29/12/2012;0;30.1;23.64;20.7
30/12/2012;60.2;30;23.46;20.1
31/12/2012;6.3;30.1;24.52;19.5
01/01/2013;0;31.9;25.96;22
02/01/2013;0;26.6;21.18;18.1
03/01/2013;0;21.2;19.46;18.1
04/01/2013;3.2;26.9;22.2;18.7
05/01/2013;0;32.7;25.3;20.4
06/01/2013;.4;31.3;24.68;21.7
07/01/2013;0;32.1;26.68;20.3
08/01/2013;0;32.1;25.34;22.2
09/01/2013;17.5;27.7;23.2;21.1
10/01/2013;11.1;24.5;20.32;17.8
11/01/2013;3.4;22.3;18.66;16.5
12/01/2013;0;20.8;18.3;14.9
13/01/2013;21.5;24.4;20.26;17.4
14/01/2013;9.9;25.7;20.76;17.7
15/01/2013;32.2;25.7;21.12;18.1
16/01/2013;1.2;26.1;22.04;18.9
17/01/2013;21.7;27.7;22.74;18.8
18/01/2013;0;30.9;23.66;19.6
19/01/2013;0;28.2;22.26;19.7
20/01/2013;23.2;24.6;20.54;18.7
21/01/2013;1.4;21.8;18.76;17.2
22/01/2013;.4;26.3;20.52;16.2
23/01/2013;0;28.1;21.78;18.4
24/01/2013;2.1;30.7;24.24;19.3
25/01/2013;2.1;30.7;24.88;21.3
26/01/2013;12;25.7;21.3;19.6
27/01/2013;4.3;22.7;20.24;18.6
28/01/2013;1;22.8;19.54;17.9
29/01/2013;.6;23.1;20.12;17.7
30/01/2013;0;26.5;21.96;19.3
31/01/2013;0;30;23.58;19.7
01/02/2013;0;28.7;23.72;21.1
02/02/2013;9.4;31.5;24.22;19.7
03/02/2013;6.8;26.5;22.7;20.5
04/02/2013;40.1;26.2;20.28;17.9
05/02/2013;.6;24.5;20.1;17.1
06/02/2013;0;26.2;21.04;18.1
07/02/2013;1.2;21.3;20.08;17.9
08/02/2013;13.1;26.6;21.02;18.1
09/02/2013;23;26.5;21.44;17.7
10/02/2013;4.5;28.5;21.54;19.2
11/02/2013;27.6;30.9;24.28;18.7
12/02/2013;0;32.5;25.36;20.3
13/02/2013;0;30.9;24.24;21.7
14/02/2013;1.7;33.3;24.6;19.7
15/02/2013;25;32.1;23.26;17.3
16/02/2013;31.2;32.9;25.52;17.3
17/02/2013;21.2;29.2;24.7;19.9
18/02/2013;0;34;24.74;19.9
19/02/2013;15.8;31.1;23.68;19.9
20/02/2013;3;32.3;24.6;17.7
21/02/2013;0;32.1;26.52;20.5
22/02/2013;0;30.8;23.4;18.1
23/02/2013;18.8;25.3;21.44;18.1
24/02/2013;0;32;24.9;19.9
25/02/2013;11.7;31.1;26.42;20.8
26/02/2013;0;29.7;23.1;20.1
27/02/2013;23.3;27.2;22.36;20
28/02/2013;0;28;22.6;19
01/03/2013;0;28.5;22.18;19
02/03/2013;0;29.2;22.54;18.9
03/03/2013;2.2;31.5;24.02;19.4
04/03/2013;0;31.9;26.6;20.8
05/03/2013;0;32.1;24.98;22
06/03/2013;0;31.7;24.84;20.5
07/03/2013;6.8;30.3;24.6;20.5
08/03/2013;10.6;31.8;24.5;20.7
09/03/2013;8.2;32.3;23.98;20.3
10/03/2013;75.6;29.7;23.28;20
11/03/2013;5.8;27.6;23.56;20
12/03/2013;2;31.1;25.48;20.6
13/03/2013;2.6;27;23.32;20
14/03/2013;1.5;23.7;20.56;19.1
15/03/2013;0;29.1;22.68;18.7
16/03/2013;0;27.1;23;20.7
17/03/2013;9.1;23.1;19.72;17.7
18/03/2013;25.8;19.5;16.84;14.9
19/03/2013;.6;19.8;17.3;15.3
20/03/2013;0;22.6;19.18;15.3
21/03/2013;11.4;23.7;20.44;16.5
22/03/2013;.4;27.7;22.4;19.1
23/03/2013;0;25.9;20.7;18.4
24/03/2013;0;26.1;20.82;17.6
25/03/2013;6.3;25.9;21.38;18.9
26/03/2013;0;24.7;20.38;18.2
27/03/2013;3;25.1;20.38;17.6
28/03/2013;0;24.8;19.66;15.6
29/03/2013;2.6;23.9;19.54;18
30/03/2013;0;26.5;20.6;17
31/03/2013;0;null;null;17.9
01/04/2013;0;null;null;18
02/04/2013;0;null;null;19.7
03/04/2013;.1;null;null;18.2
04/04/2013;0;null;null;18.4
05/04/2013;14;null;null;20.2
06/04/2013;.5;null;null;19.5
07/04/2013;0;null;null;18.6
08/04/2013;10.8;null;null;19.4
09/04/2013;1.2;null;null;18.2
10/04/2013;0;null;null;17
11/04/2013;0;null;null;18.6
12/04/2013;3.4;null;null;18.5
13/04/2013;26.6;null;null;18.3
14/04/2013;14.1;null;null;15.5
15/04/2013;0;null;null;14.1
16/04/2013;0;null;null;14.7
17/04/2013;0;null;null;14.6
18/04/2013;0;null;null;13.2
19/04/2013;0;null;null;15
20/04/2013;0;null;null;14.2
21/04/2013;0;null;null;13.7
22/04/2013;0;null;null;16.5
23/04/2013;0;null;null;14.2
24/04/2013;0;null;null;15
25/04/2013;0;null;null;13.9
26/04/2013;0;null;null;13.7
27/04/2013;0;null;null;14.4
28/04/2013;0;null;null;14.3
29/04/2013;0;null;null;16
30/04/2013;0;null;null;16.4
01/05/2013;0;null;null;17.9
02/05/2013;0;null;null;17.6
03/05/2013;0;null;null;17.4
04/05/2013;0;null;null;18.8
05/05/2013;0;null;null;19.8
06/05/2013;6;null;null;12.2
07/05/2013;0;null;null;11.1
08/05/2013;0;null;null;12.4
09/05/2013;0;null;null;10.2
10/05/2013;0;null;null;11.4
11/05/2013;0;null;null;12.9
12/05/2013;0;null;null;13.7
13/05/2013;0;null;null;14.4
14/05/2013;0;null;null;15.2
15/05/2013;0;null;null;17.5
16/05/2013;0;null;null;18.4
17/05/2013;0;null;null;14.7
18/05/2013;0;null;null;15.3
19/05/2013;0;null;null;16.3
20/05/2013;0;null;null;16.4
21/05/2013;0;null;null;18.6
22/05/2013;0;null;null;16.9
23/05/2013;18;null;null;15.7
24/05/2013;0;null;null;14.7
25/05/2013;0;null;null;13
26/05/2013;0;null;null;13.9
27/05/2013;0;null;null;13.8
28/05/2013;1.3;null;null;12.5
29/05/2013;9.4;19.8;18.04;15
30/05/2013;7.8;21.1;17.62;15.1
31/05/2013;0;22.2;16.82;14.1
01/06/2013;0;26.6;19.48;14.2
02/06/2013;0;20.8;18.1;15.7
03/06/2013;8.3;19.4;16;14.1
04/06/2013;.4;22.3;15.62;10.5
05/06/2013;0;25.7;17.56;12.4
06/06/2013;0;25.8;19.38;13.1
07/06/2013;0;25.7;19.24;14.5
08/06/2013;0;24.1;18.96;15.7
09/06/2013;0;25.8;19.22;16
10/06/2013;0;26.1;19.48;14.4
11/06/2013;0;24;19.18;16.4
12/06/2013;4.6;24.7;19.14;16.4
13/06/2013;11;24.2;18.92;16.2
14/06/2013;0;23.8;17.7;15.1
15/06/2013;0;18.8;16.2;14.4
16/06/2013;0;21.8;18.46;14.9
17/06/2013;16.6;20.4;17.92;16
18/06/2013;0;22.2;17.54;14.5
19/06/2013;0;26.4;18.86;14.3
20/06/2013;0;22.5;18.78;16.6
21/06/2013;0;24.1;20.98;16
22/06/2013;0;23.2;18.66;16.9
23/06/2013;0;18.4;15.52;13.5
24/06/2013;.8;17.5;15.96;14.1
25/06/2013;31.2;17.3;16.56;15.3
26/06/2013;48.3;18.5;17.3;15.8
27/06/2013;3.8;20.8;18.3;15.9
28/06/2013;0;24.4;19.32;16.6
29/06/2013;0;26.7;20.58;15.5
30/06/2013;18.2;20.9;17.52;15.9
01/07/2013;16.2;17.3;15.06;13.1
02/07/2013;20.5;16.2;14.68;13
03/07/2013;.1;20.7;16.48;13.1
04/07/2013;0;21.8;17.06;13.1
05/07/2013;0;26;18.28;12.9
06/07/2013;0;26.7;18.94;12.9
07/07/2013;0;26.3;20.34;14
08/07/2013;0;20.6;16.6;14.4
09/07/2013;0;18.7;16.16;14.4
10/07/2013;0;22.3;16.9;14
11/07/2013;0;19.7;16.12;13
12/07/2013;0;23.9;17.3;11.3
13/07/2013;0;24.8;19.06;13.2
14/07/2013;0;26.3;20.12;14.7
15/07/2013;0;24.8;18.3;15.5
16/07/2013;0;23.2;16.42;13.2
17/07/2013;0;25;17.3;11.4
18/07/2013;0;26.5;20.72;12.4
19/07/2013;0;22.6;17.7;15.2
20/07/2013;5.2;26.9;20.84;14.5
21/07/2013;8.3;26.3;21.04;16.1
22/07/2013;2.4;22.9;17.46;14.4
23/07/2013;10.4;15.8;9.64;7.2
24/07/2013;1.8;8.7;7.62;5.2
25/07/2013;22.4;11.7;9.16;6.9
26/07/2013;1.8;13.7;11.38;8
27/07/2013;1.8;19;13.68;10.5
28/07/2013;0;22.5;14.32;8.3
29/07/2013;0;21.4;14.24;9.5
30/07/2013;0;24.1;15.24;8.3
31/07/2013;0;26.9;17;9.7
01/08/2013;0;27.9;19.46;10.7
02/08/2013;0;27.4;20.24;13.2
03/08/2013;0;29.9;21.74;15.4
04/08/2013;0;28.3;22.36;14.7
05/08/2013;0;24;17.48;15.2
06/08/2013;0;25.5;17.74;13.4
07/08/2013;0;25.3;19.24;13.2
08/08/2013;0;28.5;21.62;15.6
09/08/2013;0;28.5;22.16;16.8
10/08/2013;0;27.9;21.7;15.8
11/08/2013;0;21.7;13.4;10.3
12/08/2013;0;25.8;17.42;8.4
13/08/2013;0;27.6;20.4;12
14/08/2013;2.6;22.4;12.7;8.6
15/08/2013;1.3;15.1;10.9;7.6
16/08/2013;.8;20.4;13.12;8.8
17/08/2013;0;17.4;14.5;10.9
18/08/2013;0;17.7;14.38;12.2
19/08/2013;0;21.8;16.2;12.4
20/08/2013;0;23.5;16.88;13.2
21/08/2013;0;26.3;18.72;11.9
22/08/2013;0;26.3;21.12;15.3
23/08/2013;0;30.5;20.94;16.4
24/08/2013;0;28.3;19.52;16.1
25/08/2013;0;30.1;22.72;15.3
26/08/2013;0;26.8;19.7;14.5
27/08/2013;3;19.4;13.32;11.3
28/08/2013;0;16.6;11.94;9.9
29/08/2013;0;23.9;15.1;10
30/08/2013;0;26;17.64;11
31/08/2013;0;28.1;20.56;12.9
01/09/2013;0;30.3;22.36;15.3
02/09/2013;0;30.5;23.1;15.1
03/09/2013;0;23.9;18.98;16.2
04/09/2013;3;17;14.82;13.1
05/09/2013;0;19;15.56;13.2
06/09/2013;0;24.3;17.96;13.7
07/09/2013;0;26.2;18.62;14.4
08/09/2013;0;27.8;20.02;13.1
09/09/2013;0;28.2;20.42;14.7
10/09/2013;0;29.3;20.64;15.1
11/09/2013;0;28.4;19.98;14.8
12/09/2013;0;29.8;22.42;14.9
13/09/2013;0;28.3;22.84;16.2
14/09/2013;0;30.5;23.56;16.3
15/09/2013;0;31.5;24.84;18.5
16/09/2013;0;28.4;22.84;19.1
17/09/2013;5.4;20.6;19.14;16.9
18/09/2013;3.7;19.3;15.6;13.2
19/09/2013;18.6;20.7;17.24;14.5
20/09/2013;0;31.1;21.18;15.7
21/09/2013;0;32.4;23.82;17.9
22/09/2013;0;24;19.46;17.5
23/09/2013;32.8;25.1;19.4;15.5
24/09/2013;12;20.4;17.14;15.5
25/09/2013;0;16;12.72;10.3
26/09/2013;.6;18;13.48;10.5
27/09/2013;0;21;14.42;9.1
28/09/2013;0;27.7;17.26;12.3
29/09/2013;5.2;22.3;17.46;14.2
30/09/2013;0;19.9;18.34;15.4
01/10/2013;6.6;25.7;19.94;17.4
02/10/2013;20;24.6;19.08;16.4
03/10/2013;0;20.7;19.14;17.2
04/10/2013;27;22.7;20.08;17.5
05/10/2013;0;20.4;16.3;14.7
06/10/2013;0;20.8;15.56;11.4
07/10/2013;0;17.7;14.52;12.7
08/10/2013;0;20;15.64;12
09/10/2013;0;24.9;17.4;11.7
10/10/2013;0;25.3;18.9;14.4
11/10/2013;0;25.1;19.8;16.3
12/10/2013;0;24.5;19.74;13.6
13/10/2013;0;28.7;22.88;15.7
14/10/2013;0;30.8;25.22;19.9
15/10/2013;17;25.9;20.14;17.6
16/10/2013;4.5;19.4;18;17.1
17/10/2013;34;22.9;18.28;16.2
18/10/2013;0;24.1;20.2;16.6
19/10/2013;15.5;27.6;20.06;14.7
20/10/2013;0;30.5;22.64;15.5
21/10/2013;0;32.7;26.18;17.7
22/10/2013;1.8;28.7;21.62;17.7
23/10/2013;0;30.2;24.06;18.3
24/10/2013;0;32.3;25.18;21.3
25/10/2013;0;23.4;20.34;19.1
26/10/2013;0;31.7;24.66;18.6
27/10/2013;0;28.4;21.58;17.3
28/10/2013;.2;21;16.84;14.7
29/10/2013;0;18.7;16;13.3
30/10/2013;0;23.5;17.7;14.4
31/10/2013;0;21.7;17.86;15.4
01/11/2013;0;23.8;18.96;15.4
02/11/2013;0;30.4;21.62;16.7
03/11/2013;0;32.5;24.66;16.4
04/11/2013;0;25.5;20;17.2
05/11/2013;31.8;17.8;15.98;13.7
06/11/2013;.2;16.4;15.04;13.8
07/11/2013;18;21;17.56;14
08/11/2013;0;25.7;19.76;15.4
09/11/2013;0;29.1;22.34;16.9
10/11/2013;0;32.3;24.52;17.5
11/11/2013;0;34.6;27.76;19.6
12/11/2013;0;29.9;26;24
13/11/2013;0;25.7;20.42;17.6
14/11/2013;0;26.8;19.86;14.7
15/11/2013;0;32;23.82;15.3
16/11/2013;0;30.6;24.94;22
17/11/2013;4;22.7;18.24;16.3
18/11/2013;1.6;26.3;20.54;17.3
19/11/2013;0;30.3;23.88;17.7
20/11/2013;8.8;32.8;25.22;19.7
21/11/2013;13.4;32.3;25.52;20.7
22/11/2013;.6;24.3;20.04;18.3
23/11/2013;4.2;22.1;19.4;18.1
24/11/2013;7;23.3;19.6;17.5
25/11/2013;19.6;20.7;18.88;17.7
26/11/2013;13;22.4;19.98;17.7
27/11/2013;1.4;28.4;22;18.2
28/11/2013;0;31.9;25.24;18.9
29/11/2013;0;32.3;23.52;20.5
30/11/2013;0;25.1;21.84;19.8
01/12/2013;0;24.7;22.04;19.9
02/12/2013;0;30.8;24.52;20
03/12/2013;1.2;31.8;25.42;22
04/12/2013;0;33.8;26.18;20.2
05/12/2013;0;33.6;23.5;17.9
06/12/2013;24.6;25.9;21.7;18.1
07/12/2013;0;30.5;22.84;19.3
