Data Medicao;PRECIPITACAO TOTAL, DIARIO(mm);TEMPERATURA MAXIMA, DIARIA(°C);TEMPERATURA MEDIA COMPENSADA, DIARIA(°C);TEMPERATURA MINIMA, DIARIA(°C)
09/02/1966;0;28.8;23.8;19.8
10/02/1966;0;30;24.32;21
11/02/1966;0;29.8;25.18;20
12/02/1966;2.8;31.8;25.58;21.5
13/02/1966;.7;29.5;22.9;18.7
14/02/1966;10;29.6;23.72;20.2
15/02/1966;18;32.6;24.58;20.1
16/02/1966;0;30.6;24.1;21.2
17/02/1966;0;31.1;22.64;18.4
18/02/1966;3;31.3;23.72;18.2
19/02/1966;1.2;31.6;23.78;20.2
20/02/1966;5.5;30.7;23.08;19.2
21/02/1966;0;31.4;23.78;19.8
22/02/1966;19.5;26.5;22.24;19.5
23/02/1966;.2;25.4;21.5;19.4
24/02/1966;4;28;23.78;19.8
25/02/1966;8.8;26.6;21.54;18.4
26/02/1966;0;27.6;22.28;19.9
27/02/1966;0;29.1;22.38;18.5
28/02/1966;0;30.4;22.16;18.6
01/03/1966;23.2;29.4;22.32;18.5
02/03/1966;6.6;28.8;23.74;18
03/03/1966;0;29.4;22.9;19.9
04/03/1966;36.2;27.4;23.04;19.2
05/03/1966;0;25.4;22.38;20.2
06/03/1966;10.2;22.6;18.1;15.4
07/03/1966;87.7;18.2;16.7;15.4
08/03/1966;16.2;17.2;15.74;15
09/03/1966;32.4;18.4;16.78;15.4
10/03/1966;4.6;23;18.6;15.7
11/03/1966;0;28;21.2;17.3
12/03/1966;0;29.6;21.54;17
13/03/1966;0;30.6;22.18;17.3
14/03/1966;0;28.5;21.74;18.3
15/03/1966;12.2;29.4;22.22;18
16/03/1966;0;29.4;22.5;18.8
17/03/1966;0;29.9;23.74;18.1
18/03/1966;0;30.6;25.16;20
19/03/1966;0;31.3;24.1;19.2
20/03/1966;0;30.2;24.14;18.3
21/03/1966;0;30;23;19
22/03/1966;0;29.7;23.68;18.6
23/03/1966;0;28.8;23.32;18.8
24/03/1966;0;30.2;22.32;18.4
25/03/1966;5;30.4;23.8;19.3
26/03/1966;9.9;22.2;18.78;16.9
27/03/1966;1.4;19.5;17.26;16.2
28/03/1966;11.6;20.6;17.16;16
29/03/1966;.7;23.4;18.9;16.2
30/03/1966;0;25.2;19.78;15.4
31/03/1966;0;26.6;20.72;16.7
01/04/1966;0;27.6;21.82;19.7
02/04/1966;2.4;27.4;20.98;17.9
03/04/1966;0;25.6;20.56;17.8
04/04/1966;.5;22.2;18.3;16.4
05/04/1966;0;21.7;17.96;15
06/04/1966;1;18.5;17;15.4
07/04/1966;0;23.9;19;16.6
08/04/1966;1.8;20.7;17.62;15.5
09/04/1966;.6;21.4;17.66;15.8
10/04/1966;.1;20.8;16.44;13.8
11/04/1966;1.6;20.8;16.58;14.1
12/04/1966;0;21.9;16.76;13.8
13/04/1966;0;25.7;18.22;13.3
14/04/1966;0;26.3;20.34;14.6
15/04/1966;0;27.5;20.6;16.2
16/04/1966;0;25.3;19.72;17.4
17/04/1966;0;29;21.64;17.4
18/04/1966;0;29.2;22.22;17
19/04/1966;0;28.7;21.9;16.5
20/04/1966;0;25.7;20.94;18.2
21/04/1966;1.4;19.5;18.16;17.6
22/04/1966;9.3;24.4;19.58;17.4
23/04/1966;0;27.8;21.6;17.7
24/04/1966;0;26.4;20.02;15.8
25/04/1966;3.4;23.6;18.36;16.4
26/04/1966;0;23.5;18.24;14.7
27/04/1966;0;24.2;19.06;15.4
28/04/1966;0;26.9;20.5;16.4
29/04/1966;.4;27.8;20.74;16.6
30/04/1966;0;26.4;21.06;17.9
01/05/1966;0;29.2;22.28;18.4
02/05/1966;0;28.3;21.78;17.3
03/05/1966;0;27.3;22.36;17.8
04/05/1966;0;25.9;21.2;19.3
05/05/1966;.1;25.3;20.64;18.8
06/05/1966;18;23.9;19.78;16.4
07/05/1966;.3;24.8;20.08;17.8
08/05/1966;0;22.3;18.32;16.2
09/05/1966;0;25;18.54;14.2
10/05/1966;0;24.5;18;14.4
11/05/1966;0;23.6;18.62;15.2
12/05/1966;3;21.8;17.74;15.6
13/05/1966;0;20.6;17.5;16.2
14/05/1966;.1;19.1;16.48;15.5
15/05/1966;0;21.4;16.42;13.4
16/05/1966;0;19.4;16.56;14.7
17/05/1966;0;22.6;16.3;13.2
18/05/1966;0;22.8;16.62;13
19/05/1966;0;24.6;16.08;10.5
20/05/1966;.2;24.2;16.24;10.5
21/05/1966;0;19.4;15.84;13
22/05/1966;.8;21.6;18.16;15
23/05/1966;1.6;18;15.06;13.3
24/05/1966;.6;15.5;11.64;9.8
25/05/1966;0;19.4;13.12;7.8
26/05/1966;0;18.6;13.76;10.7
27/05/1966;0;21.2;14.9;10
28/05/1966;0;23.4;15.74;11
29/05/1966;0;22.1;15.56;11.5
30/05/1966;.1;22.1;15.6;12.2
31/05/1966;0;21.6;16.04;13.2
01/06/1966;.1;21;14.66;11.4
02/06/1966;0;22.4;15.42;9.6
03/06/1966;0;18.4;14.74;12.8
04/06/1966;0;17.4;13.32;12.1
05/06/1966;0;18.3;13.52;10.8
06/06/1966;0;21.6;15.3;11.7
07/06/1966;0;23.1;15.5;10.9
08/06/1966;.2;23.1;14.56;9.2
09/06/1966;0;21.5;16.02;13.1
10/06/1966;0;22.5;15.84;12.4
11/06/1966;0;22.6;16.34;10.6
12/06/1966;0;24.3;17.76;11.9
13/06/1966;0;25.5;18.12;10.2
14/06/1966;0;27.1;21.22;15.6
15/06/1966;0;27;21.64;17.8
16/06/1966;0;25.4;19.04;15.7
17/06/1966;0;26.1;18.16;14.8
18/06/1966;3.1;17.8;15.6;14.1
19/06/1966;1.4;18.9;15.4;13.6
20/06/1966;0;25.1;17.76;13.4
21/06/1966;.2;24.6;17.12;11.7
22/06/1966;0;24.6;19.66;15.8
23/06/1966;0;26.1;21.12;17.8
24/06/1966;0;22;15.42;12.6
25/06/1966;0;21.1;15.52;12.4
26/06/1966;0;25.6;18.98;14.6
27/06/1966;0;26.2;19.9;13.6
28/06/1966;0;26.1;21.5;17.8
29/06/1966;0;26.7;19.38;16.7
30/06/1966;0;17.1;13.26;11.5
01/07/1966;2.4;14.7;12.6;10.6
02/07/1966;.8;17.6;14.74;12.6
03/07/1966;0;20;15.66;13
04/07/1966;0;22.4;17;13.9
05/07/1966;0;22.4;17.06;14.8
06/07/1966;0;22.7;17.06;13.5
07/07/1966;0;22.7;16.5;13.7
08/07/1966;.2;23.4;16.28;11.6
09/07/1966;.3;22.7;14.94;10.9
10/07/1966;.2;24.8;15.88;10.7
11/07/1966;.2;26.7;18.24;9.8
12/07/1966;0;27.4;19.06;12.8
13/07/1966;0;26.6;18.44;11.8
14/07/1966;0;27.8;18.72;12.3
15/07/1966;0;26.4;18.68;11.1
16/07/1966;0;24.5;18.86;15.7
17/07/1966;0;26.3;17.54;13.3
18/07/1966;0;24.8;17.62;14
19/07/1966;0;25.5;17.12;13
20/07/1966;0;24.5;16.74;10.7
21/07/1966;0;25.4;19.24;13.4
22/07/1966;0;26;20.68;17
23/07/1966;.7;21.6;15.6;13.3
24/07/1966;.4;13.5;12.34;11.4
25/07/1966;0;18.2;13.86;10.8
26/07/1966;0;20.8;14.52;10.9
27/07/1966;0;21.9;14.66;10.2
28/07/1966;0;24.6;17.6;13.7
29/07/1966;0;24.4;19.64;13.3
30/07/1966;0;24.9;20;17
31/07/1966;14.8;19.1;13.94;11.9
01/08/1966;5.6;13.9;12.16;11.4
02/08/1966;0;21.1;14.68;10
03/08/1966;.2;27;18.56;12.5
04/08/1966;0;28.7;20.76;14.4
05/08/1966;0;27.3;19.36;15.4
06/08/1966;0;18.3;10.02;6.6
07/08/1966;0;14.6;10.26;5.2
08/08/1966;.2;23.7;15.26;10.9
09/08/1966;0;18.6;15.32;13.3
10/08/1966;8.4;19.5;15.02;13.1
11/08/1966;0;22.6;16.98;14.2
12/08/1966;0;26.8;17.96;12.1
13/08/1966;0;27.4;19.76;12.4
14/08/1966;0;29;19.94;16.8
15/08/1966;.4;16.9;13.16;11.6
16/08/1966;14.8;12.3;10.46;9.9
17/08/1966;0;15.8;12.86;9.8
18/08/1966;0;21;15.54;13
19/08/1966;0;27.5;19.04;12.5
20/08/1966;0;28.7;18.2;13.8
21/08/1966;0;26;17.98;14.8
22/08/1966;0;26.8;18.3;15.4
23/08/1966;0;27.6;19.24;16.3
24/08/1966;0;18;14.16;12.1
25/08/1966;17.6;12.6;10.38;9.6
26/08/1966;4.3;14.4;11.04;7.5
27/08/1966;.2;20.2;13.2;9.7
28/08/1966;0;25.3;15.8;9.4
29/08/1966;0;24.5;16.54;10.3
30/08/1966;.4;23.2;18.5;15.8
31/08/1966;0;28.2;19.16;14.4
01/09/1966;6.5;24.3;19.1;15.9
02/09/1966;4.4;18.8;13.52;11.7
03/09/1966;55.9;16.7;13.26;11.5
04/09/1966;2.2;16.8;14.68;12.6
05/09/1966;.4;21.4;15.98;13.8
06/09/1966;0;26.9;18.88;13.4
07/09/1966;0;29.5;20.72;14.2
08/09/1966;0;28.9;21.64;14.4
09/09/1966;0;22.2;16.92;15.2
10/09/1966;0;31.8;22.5;14.8
11/09/1966;0;31.7;23.38;16.2
12/09/1966;0;32.7;21.64;16.3
13/09/1966;0;31.2;19.04;14.2
14/09/1966;0;31.1;21.76;13.6
15/09/1966;0;30;19.26;15.5
16/09/1966;.2;18.9;16.16;15
17/09/1966;10.1;15.3;10.92;9.2
18/09/1966;0;16.2;10.26;7
19/09/1966;0;20.6;13.42;8
20/09/1966;6.8;18.6;15.86;11.6
21/09/1966;2.8;17.8;12.04;9.7
22/09/1966;0;14.7;10.36;7.8
23/09/1966;0;15.8;10.96;7.7
24/09/1966;0;20.3;12.8;7.2
25/09/1966;0;27.8;17.56;10.4
26/09/1966;0;30.1;17.92;12.2
27/09/1966;0;20.3;15.78;13
28/09/1966;.1;15.9;15.26;14.1
29/09/1966;21.7;22.8;17.32;14.6
30/09/1966;10.4;25.8;19.34;13.8
01/10/1966;0;28.5;21.86;16.2
02/10/1966;0;31.2;22.88;16
03/10/1966;0;31;22.58;17.6
04/10/1966;0;21.6;16.44;14.4
05/10/1966;0;19.5;15.94;13.6
06/10/1966;.6;19.6;16.46;14.7
07/10/1966;2.1;20.6;16.94;15.2
08/10/1966;21.3;23.4;18.54;15.1
09/10/1966;5.5;19.6;16.96;15.9
10/10/1966;0;23.5;17.32;14.2
11/10/1966;0;31;22.12;14.2
12/10/1966;0;28.7;null;17.1
13/10/1966;20.1;20.7;18.14;16.7
14/10/1966;0;26.6;20.18;17.2
15/10/1966;.1;31.4;21.58;15
16/10/1966;0;24.4;19.12;16.8
17/10/1966;0;20;18.02;16.7
18/10/1966;.2;29.3;19.92;16.2
19/10/1966;6.8;22.7;16.22;13.1
20/10/1966;0;18.9;13.4;10.8
21/10/1966;0;23.2;15.58;10.6
22/10/1966;0;26.4;19.28;13.5
23/10/1966;29;20.8;18.14;16.2
24/10/1966;.9;25;18.9;14.4
25/10/1966;0;28.9;19.64;12.4
26/10/1966;0;30.9;22.26;14.5
27/10/1966;4.2;25.5;21.76;19.4
28/10/1966;61.8;19.7;16.68;15.2
29/10/1966;7.6;16.8;15.1;14.2
30/10/1966;4.5;17.4;15.64;13.8
31/10/1966;1.9;19.5;16.9;15.2
01/11/1966;28.5;18.4;16.7;16
02/11/1966;6.9;18.7;16.34;14.3
03/11/1966;.1;19.4;16.02;14.6
04/11/1966;0;23.6;18.2;13.3
05/11/1966;0;25.4;19.66;16.6
06/11/1966;1.9;28.6;22.3;16
07/11/1966;.5;29.9;22.7;17.4
08/11/1966;0;30.7;23.16;18.3
09/11/1966;0;27.6;21.22;18
10/11/1966;7.6;27.7;21.58;18.4
11/11/1966;2.6;29.1;23.02;19
12/11/1966;0;26.3;21.96;19.6
13/11/1966;2.7;19.7;17.16;16.2
14/11/1966;1.6;19.7;17.66;15.8
15/11/1966;0;25.5;20.14;16.8
16/11/1966;6.8;26.5;22.3;19.4
17/11/1966;9.7;22.6;17.66;15.8
18/11/1966;0;23.7;17.92;15.2
19/11/1966;0;23.8;17.4;13.2
20/11/1966;0;24.8;18.54;14.2
21/11/1966;0;23.5;18.34;14.8
22/11/1966;.3;21.4;16.98;14.7
23/11/1966;.3;21.4;16.2;12.7
24/11/1966;0;24.4;18.64;14.8
25/11/1966;0;26.2;18.42;13.8
26/11/1966;0;26.8;18.58;14.8
27/11/1966;0;26.6;18.78;14
28/11/1966;0;25.7;19.84;15.3
29/11/1966;0;29.9;22.38;17
30/11/1966;0;31.3;24.08;17.4
01/12/1966;21.8;31.7;24.12;20
02/12/1966;17.6;29.5;23.26;19.6
03/12/1966;19.3;29.8;24.46;20.2
04/12/1966;.1;30.4;25.96;22.7
05/12/1966;12.5;26.5;21.66;18.8
06/12/1966;7.4;27.8;21.42;18.4
07/12/1966;.4;31.6;23.06;18.6
08/12/1966;11.6;23.8;19.96;18.3
09/12/1966;0;30.4;23.72;17.5
10/12/1966;0;32.4;23.94;19.2
11/12/1966;43.1;31.6;24.46;19.8
12/12/1966;0;32.5;24.84;20.2
13/12/1966;.5;28.4;23.56;21.3
14/12/1966;0;30.6;24.02;19
15/12/1966;0;29.8;23.78;21.4
16/12/1966;1.4;25.7;21.48;20
17/12/1966;0;25.5;22.14;19.9
18/12/1966;1.6;30.4;23.74;20.1
19/12/1966;17.6;28.8;23.18;19.8
20/12/1966;3.4;23.6;20.46;18.8
21/12/1966;34.8;19.5;17.36;16.2
22/12/1966;29.2;18.6;16.56;14.1
23/12/1966;86.5;18.2;16.1;15.2
24/12/1966;18.7;20;16.58;14.6
25/12/1966;2.4;19.3;16.02;13.5
26/12/1966;0;23.7;17.78;13.7
27/12/1966;2.6;18.3;17;15.4
28/12/1966;6.2;27.2;20.1;15.6
29/12/1966;0;28.9;21.06;16.4
30/12/1966;0;29.6;21.12;16.4
31/12/1966;0;25.5;20.4;17.8
01/01/1967;0;28.4;21.46;17.4
02/01/1967;0;29.6;22.44;17.7
03/01/1967;13.6;28.4;22.34;18.4
04/01/1967;7.8;28.2;23.1;19.8
05/01/1967;17.7;21.8;18.76;17.7
06/01/1967;4;22.5;18.88;17.2
07/01/1967;0;26.4;19.7;16.8
08/01/1967;0;30.2;23.48;17.3
09/01/1967;0;29.5;23.14;20.2
10/01/1967;7.3;24.7;20.82;18.6
11/01/1967;2.7;24.6;21.32;19.5
12/01/1967;6.3;24.3;20.52;19.2
13/01/1967;13.6;26.8;21.4;17.9
14/01/1967;2.3;27.1;22.94;18.6
15/01/1967;0;27.3;21.7;19.2
16/01/1967;43;24.6;20.42;18.6
17/01/1967;8.6;28.6;21.32;16.4
18/01/1967;0;28.6;23.46;18.2
19/01/1967;1.1;25.5;21.42;20
20/01/1967;1.4;26.1;21.52;18.8
21/01/1967;22.4;30.1;23.56;19.8
22/01/1967;21;23.2;19.5;17.4
23/01/1967;.1;21;18.48;16.9
24/01/1967;0;23.7;19.22;16.7
25/01/1967;3.8;27.8;21.74;18.3
26/01/1967;1.5;27.8;21.98;18.8
27/01/1967;0;26.6;20.66;17.5
28/01/1967;0;25.8;20.46;16.6
29/01/1967;0;24.9;20.16;17
30/01/1967;0;26.7;20.48;17.3
31/01/1967;3.3;24.3;20.9;18.5
01/02/1967;38.8;25.8;21.32;19.3
02/02/1967;61;26.6;21.92;19.8
03/02/1967;.1;27.3;21.88;18.8
04/02/1967;4.3;23.6;20.42;18.7
05/02/1967;.3;24.9;20.22;18.5
06/02/1967;42.4;23.4;20.26;18.2
07/02/1967;23.8;28.3;21.24;16.9
08/02/1967;9.8;28.9;22.48;18
09/02/1967;0;27.2;21.6;18.7
10/02/1967;21.7;24.5;21.16;19.4
11/02/1967;7.5;27.7;22.24;19.4
12/02/1967;0;29.4;23.04;20.5
13/02/1967;0;27;21.82;19.4
14/02/1967;0;29.5;22.06;17.9
15/02/1967;4.6;29.5;21.5;16.7
16/02/1967;0;29.5;23.48;18
17/02/1967;0;30.2;23.7;20.6
18/02/1967;28.6;22.1;20.46;19.6
19/02/1967;1.1;22.9;20.2;19
20/02/1967;.9;21.8;19.1;17.8
21/02/1967;0;28;22.1;17.4
22/02/1967;3.4;30.1;23.42;18.9
23/02/1967;.2;31.1;24.14;19.3
24/02/1967;0;31;24.36;19.1
25/02/1967;0;30.2;23.54;20.1
26/02/1967;12.8;27.4;22.44;19.6
27/02/1967;0;29.5;23.16;19.4
28/02/1967;13.4;30.7;24.96;19.2
01/03/1967;0;26.9;22.76;20.8
02/03/1967;0;28.2;22.14;19.8
03/03/1967;.4;28;20.96;17.7
04/03/1967;62.1;29.8;23.6;18.6
05/03/1967;0;27.6;21.96;19.3
06/03/1967;12.4;24.8;20.24;18.7
07/03/1967;18.2;23.4;19.1;17.1
08/03/1967;0;26.6;20.7;17.7
09/03/1967;20;26.6;20.1;18
10/03/1967;5.4;27.6;21.44;17.1
11/03/1967;0;26.7;21.06;17.7
12/03/1967;0;26.7;22.3;19.2
13/03/1967;1;22.5;20.84;19
14/03/1967;12.3;24.6;20.2;18.4
15/03/1967;2.8;20.8;18.2;16.7
16/03/1967;.3;21.6;18.44;16.1
17/03/1967;0;21.4;18.58;16
18/03/1967;3.5;23.4;19.58;17.8
19/03/1967;32.3;23.8;18.62;15.6
20/03/1967;.1;25.6;18.96;14.5
21/03/1967;.2;27;19.62;14.6
22/03/1967;.2;28.6;20.04;15.1
23/03/1967;0;25.6;20.24;16.8
24/03/1967;0;28.9;21.74;17.3
25/03/1967;0;26.7;22.5;20.4
26/03/1967;2.9;27.4;21.72;18.7
27/03/1967;.3;28.2;21.8;18.5
28/03/1967;7.1;28.9;23.1;18.2
29/03/1967;5.6;26.9;21.96;19.3
30/03/1967;1.6;30;22.72;18.8
31/03/1967;.3;29.5;21.68;17.9
01/04/1967;0;28.4;21.84;18
02/04/1967;0;28.8;22.02;18.2
03/04/1967;0;29.5;21.82;17.1
04/04/1967;0;27;20.72;18.3
05/04/1967;0;24.4;19.38;17.2
06/04/1967;.2;26.6;20.06;16.7
07/04/1967;0;27.5;19.9;15.9
08/04/1967;0;26.8;18.78;14.1
09/04/1967;0;25.8;18.3;15
10/04/1967;0;25.7;18.88;14.4
11/04/1967;0;29.2;19.94;14.6
12/04/1967;0;27.4;21.66;17.4
13/04/1967;0;29;21.36;17.6
14/04/1967;6.8;28.7;21.6;16.4
15/04/1967;0;26.7;21.08;16.3
16/04/1967;.2;20.9;18.12;16.8
17/04/1967;.7;23.8;18.14;13.8
18/04/1967;0;26;19.5;15.6
19/04/1967;.2;23.9;17.62;13.7
20/04/1967;0;25.7;19.36;14.8
21/04/1967;0;25;19.26;15.8
22/04/1967;19.1;25.1;19;14.8
23/04/1967;0;26.3;18.6;14.2
24/04/1967;0;21.1;17.64;14.6
25/04/1967;.7;20.2;17.26;15.8
26/04/1967;.4;19.7;17.22;15.7
27/04/1967;0;22.6;17.86;14.9
28/04/1967;1.6;23.7;18.96;16
29/04/1967;0;21.4;18.08;16.8
30/04/1967;.5;22.4;17.82;15.4
01/05/1967;0;24.9;18.64;15.1
02/05/1967;0;26.4;19.36;16
03/05/1967;16.4;27.2;19.76;16.1
04/05/1967;8.6;26;20.06;17.3
05/05/1967;0;25.7;18.56;15.8
06/05/1967;0;22.6;17.6;15.2
07/05/1967;0;21.8;16.28;12.8
08/05/1967;0;22;16.34;13.3
09/05/1967;0;23.2;17.72;14.1
10/05/1967;0;25.3;17.5;13.7
11/05/1967;0;26.3;17.72;11.6
12/05/1967;0;26;17.9;12
13/05/1967;0;26.3;17.88;11.8
14/05/1967;0;26.9;19.38;13.4
15/05/1967;0;25.8;18.78;14.5
16/05/1967;.2;23;16.56;12.9
17/05/1967;.1;23.4;16.66;12.2
18/05/1967;0;25.7;18.84;14.8
19/05/1967;.1;25.4;18.22;14
20/05/1967;0;24.9;18.36;14.5
21/05/1967;.4;21.2;17.66;16.2
22/05/1967;0;24.6;18.32;13.7
23/05/1967;0;27.4;20.38;15.2
24/05/1967;0;26.2;18.34;14
25/05/1967;0;26.7;17.9;12.1
26/05/1967;0;26.4;18.12;11.9
27/05/1967;0;24.9;17;11
28/05/1967;0;26.2;17.3;10.8
29/05/1967;0;24.6;18.22;12.7
30/05/1967;0;25.4;18.74;15.4
31/05/1967;.1;26.2;17.94;14
01/06/1967;0;26.6;18.38;13.8
02/06/1967;0;28.3;19.88;13.8
03/06/1967;0;25.6;19.4;16.2
04/06/1967;.3;19.8;16.68;15
05/06/1967;0;20.1;18.2;14.6
06/06/1967;5.3;20.8;16.32;13.7
07/06/1967;19.6;19.1;14.72;12.8
08/06/1967;0;19.3;13.16;10.4
09/06/1967;.2;19;10.46;4.6
10/06/1967;0;19.5;14.36;9
11/06/1967;4.6;17.3;15.28;12.7
12/06/1967;11;19.4;16.42;14.6
13/06/1967;16.7;18;14.38;12.8
14/06/1967;8.6;15.5;13.08;11.4
15/06/1967;0;17.3;15.16;12.8
16/06/1967;0;25.9;18.64;14.8
17/06/1967;0;24.8;17.34;12.4
18/06/1967;.1;24.9;16.4;10.2
19/06/1967;0;25.4;16.8;10.5
20/06/1967;0;25.2;17.98;12.2
21/06/1967;0;26;18.18;12.2
22/06/1967;0;24.5;16.48;10.9
23/06/1967;0;25.2;17.62;11
24/06/1967;0;25.8;18.24;12.1
25/06/1967;0;19.4;16.24;14.8
26/06/1967;0;17.5;15.24;14.2
27/06/1967;0;22.4;16.62;13.2
28/06/1967;0;23.5;17.4;12.8
29/06/1967;0;23.7;18.6;13.8
30/06/1967;0;24.1;18.2;13.2
01/07/1967;0;22.7;17.9;13.8
02/07/1967;0;21.2;14.74;12.9
03/07/1967;0;19.5;14.84;10.8
04/07/1967;0;24.4;17.38;12.6
05/07/1967;1;18.3;15.22;13.2
06/07/1967;0;21.8;15.7;11.2
07/07/1967;0;23.6;16.66;12.8
08/07/1967;0;25.3;17.66;11.4
09/07/1967;0;24.7;17.54;11.6
10/07/1967;0;25.2;19.48;16
11/07/1967;11;18.9;14.04;12
12/07/1967;9.1;16.2;14.1;11.8
13/07/1967;.8;23.1;16.48;13.2
14/07/1967;.1;16.8;14.38;12.8
15/07/1967;4.5;17.9;14.28;11.6
16/07/1967;.1;17.6;14.48;12.2
17/07/1967;0;20.2;14.82;12.2
18/07/1967;0;20.2;14.54;12.2
19/07/1967;0;21.3;14.26;9.9
20/07/1967;0;22.8;14.7;8.2
21/07/1967;0;23.2;18.66;14.2
22/07/1967;.1;18.9;15.04;13.6
23/07/1967;3.8;14.2;11.14;10.2
24/07/1967;0;21.5;14.72;10.2
25/07/1967;0;26.3;17.16;11.2
26/07/1967;0;26.2;18.36;12.1
27/07/1967;0;27.4;17.96;11
28/07/1967;0;28;18.74;11.2
29/07/1967;0;27.1;19.12;12.2
30/07/1967;0;25.5;15.7;10.3
31/07/1967;.1;26.6;17;10.6
01/08/1967;0;25.2;17.48;11.4
02/08/1967;0;25.4;17.1;10.8
03/08/1967;0;26.6;19.62;11.8
04/08/1967;0;21.1;15.18;13.3
05/08/1967;.1;14.4;12.62;11.8
06/08/1967;0;19.8;14.44;12.3
07/08/1967;0;21.6;15.1;11.2
08/08/1967;0;24.3;15.8;12.2
09/08/1967;0;26.4;17.84;11.2
10/08/1967;0;26.9;19.14;12.6
11/08/1967;0;28;20.16;13.6
12/08/1967;0;21.4;17.14;15.2
13/08/1967;.1;25.1;18.24;15.1
14/08/1967;0;28.1;22.42;15.5
15/08/1967;4.8;24.6;18.86;16.8
16/08/1967;0;29.5;20.52;14.2
17/08/1967;0;20.7;16.96;15.8
18/08/1967;0;26.9;19.9;15.7
19/08/1967;0;28.6;20.42;14.8
20/08/1967;0;28.8;20.3;13.2
21/08/1967;0;30.8;19.76;14
22/08/1967;0;30.6;20.4;14.2
23/08/1967;0;31.2;19.98;15.4
24/08/1967;0;26;17.86;15.2
25/08/1967;0;24.2;17.94;15.2
26/08/1967;0;28.8;19.22;15.8
27/08/1967;0;29.5;20.68;13.3
28/08/1967;0;29.5;20.26;13.6
29/08/1967;0;26.4;18.3;13.5
30/08/1967;0;29.8;21.22;13.8
31/08/1967;0;31.4;22.46;15
01/09/1967;0;32.3;22.24;15.4
02/09/1967;0;29.9;21.28;14.8
03/09/1967;0;31.3;22.06;15.1
04/09/1967;0;28.2;18.86;15
05/09/1967;0;29.3;18.54;12.2
06/09/1967;0;32;23.16;13.4
07/09/1967;0;26.4;20.94;18
08/09/1967;8.8;28;22.2;16.2
09/09/1967;21;25.3;16.8;13.6
10/09/1967;1;20.5;15.66;13.2
11/09/1967;2.8;15.7;14.72;13.5
12/09/1967;6.6;27.8;21.58;14.9
13/09/1967;33.3;24.4;17.42;14.8
14/09/1967;2;15.4;12.74;11.8
15/09/1967;0;21.8;14.64;10
16/09/1967;0;26.8;17.2;11.2
17/09/1967;0;29.4;20.94;13
18/09/1967;0;29.8;23.8;17
19/09/1967;0;31.4;24.02;16.6
20/09/1967;0;30.4;21.64;18
21/09/1967;14.8;18.2;15.64;14.1
22/09/1967;.2;16.2;15.04;13.4
23/09/1967;0;19.2;15.82;13.6
24/09/1967;0;19.9;15.56;13.6
25/09/1967;0;19.8;14.4;11.7
26/09/1967;0;19.5;14.2;10.1
27/09/1967;.1;21.6;15.86;12.1
28/09/1967;0;24.4;16.92;12.6
29/09/1967;0;24.5;17.08;11.9
30/09/1967;0;26.8;19.32;15.4
01/10/1967;0;29.4;19.52;15.1
02/10/1967;25.3;30;21.72;16
03/10/1967;0;31.7;23;16.4
04/10/1967;0;32.5;23.68;16.4
05/10/1967;0;32.4;22.42;17.2
06/10/1967;0;24.6;19.78;17
07/10/1967;0;29.5;20.72;16.8
08/10/1967;0;30.8;20.66;15.6
09/10/1967;0;31.4;22.34;15.6
10/10/1967;0;32;24.6;16.9
11/10/1967;0;32.8;23.52;19.5
12/10/1967;4.9;29.4;22.9;17.2
13/10/1967;2.5;24.9;20.12;18.1
14/10/1967;1.4;32.1;22.64;17.8
15/10/1967;0;29.5;22.24;18.4
16/10/1967;0;28.8;21.38;18.9
17/10/1967;7.6;25.9;21.88;18
18/10/1967;9.3;30.9;24.46;18
19/10/1967;6.3;25.3;21.34;18.3
20/10/1967;14.9;21.9;18.98;17.4
21/10/1967;8.8;25.9;20.6;18.2
22/10/1967;13;21.7;18.76;17.4
23/10/1967;.1;22.6;18.98;16.8
24/10/1967;.8;19.6;17.5;16.4
25/10/1967;6.7;20.8;17.7;16.4
26/10/1967;9;17.6;16.4;15.8
27/10/1967;37.7;21.2;18.52;15.3
28/10/1967;4;27.5;21.02;15.8
29/10/1967;0;23.4;19.28;17.1
30/10/1967;.7;18.9;15.8;14.4
31/10/1967;0;23;17.32;14.4
01/11/1967;0;30;20.02;13.2
02/11/1967;0;30.4;23.32;16.1
03/11/1967;13.6;22.5;16.6;14.5
04/11/1967;1.2;18.9;15.38;13.8
05/11/1967;.2;22.4;16.06;13.8
06/11/1967;0;25.5;17.2;11.6
07/11/1967;0;27.1;17.38;12.7
08/11/1967;2.6;25;17.1;12.4
09/11/1967;0;27.8;19.52;13.8
10/11/1967;0;31.4;22.36;16.2
11/11/1967;1.8;28.4;23.22;19.8
12/11/1967;0;28.2;22.32;19.5
13/11/1967;21.6;24.5;21.06;19.2
14/11/1967;1.6;27.1;21.12;18.9
15/11/1967;0;25.9;20.56;18.2
16/11/1967;26;18.8;17.42;16.6
17/11/1967;51.4;19.7;17.28;15.7
18/11/1967;5.2;23.3;19;16.6
19/11/1967;6.2;25.5;18.82;16.1
20/11/1967;.1;22.9;17.7;13
21/11/1967;0;22.8;18.18;15.8
22/11/1967;0;27.2;19.98;15.8
23/11/1967;.2;26.5;21;16.9
24/11/1967;36.2;24.1;20.72;18.2
25/11/1967;0;25;19.82;17.8
